REF_AREA,Reference area,Business development stage,TIME_PERIOD,OBS_VALUE
DEU,Germany,Later stage venture,2021,2930.294336516631
DEU,Germany,Seed,2021,247.5025906152347
DEU,Germany,Seed,2022,279.1290339989917
DEU,Germany,Start-up and other early stage,2022,1724.7682463712597
DEU,Germany,Total,2022,3524.717689505975
DEU,Germany,Later stage venture,2022,1520.8204091357238
DEU,Germany,Total,2023,2572.709076155869
DEU,Germany,Seed,2023,176.64238973514497
DEU,Germany,Later stage venture,2023,1119.8631360449162
DEU,Germany,Start-up and other early stage,2023,1276.2035503758077
DEU,Germany,Start-up and other early stage,2024,1377.4402145797624
DEU,Germany,Later stage venture,2024,1618.908580576542
DEU,Germany,Seed,2024,196.14994021742092
DEU,Germany,Total,2024,3192.4987353737256
DNK,Denmark,Seed,2007,5.124888922754924
DNK,Denmark,Start-up and other early stage,2007,134.5668275242424
DNK,Denmark,Total,2007,226.31310982846549
DNK,Denmark,Later stage venture,2007,86.62139338146817
DNK,Denmark,Seed,2008,8.174576556263721
DNK,Denmark,Total,2008,259.2526697300346
DNK,Denmark,Start-up and other early stage,2008,94.21424212529575
DNK,Denmark,Later stage venture,2008,156.8638510484751
DNK,Denmark,Start-up and other early stage,2009,64.00140482485926
DNK,Denmark,Seed,2009,9.447279804652352
DNK,Denmark,Total,2009,104.91538064240052
DNK,Denmark,Later stage venture,2009,31.46669601288891
DNK,Denmark,Later stage venture,2010,33.11833788431979
DNK,Denmark,Start-up and other early stage,2010,40.179012051811824
DNK,Denmark,Seed,2010,9.002186226098141
DNK,Denmark,Total,2010,82.29953616222976
DNK,Denmark,Later stage venture,2011,116.48812752648575
DNK,Denmark,Total,2011,181.36579762724523
DNK,Denmark,Start-up and other early stage,2011,57.61500438674698
DNK,Denmark,Seed,2011,7.262665714012492
DNK,Denmark,Seed,2012,0.5385834115384198
DNK,Denmark,Total,2012,86.97469423699819
DNK,Denmark,Start-up and other early stage,2012,52.9760382287328
DNK,Denmark,Later stage venture,2012,33.460072596726974
DNK,Denmark,Seed,2013,2.8765708714600606
DNK,Denmark,Start-up and other early stage,2013,65.95527174676424
DNK,Denmark,Total,2013,80.64672761276414
DNK,Denmark,Later stage venture,2013,11.814884994539844
DNK,Denmark,Later stage venture,2014,14.46965850356078
DNK,Denmark,Start-up and other early stage,2014,73.04960807898522
DNK,Denmark,Seed,2014,2.8486510801641285
DNK,Denmark,Total,2014,90.36791766271013
DNK,Denmark,Later stage venture,2015,58.93807943894863
DNK,Denmark,Seed,2015,1.6993854252744065
DNK,Denmark,Total,2015,83.21575270431009
DNK,Denmark,Start-up and other early stage,2015,22.578287840087064
DNK,Denmark,Later stage venture,2016,39.93202773668953
DNK,Denmark,Start-up and other early stage,2016,61.147242642370735
DNK,Denmark,Total,2016,109.03180469128556
DNK,Denmark,Seed,2016,7.9525343122253105
DNK,Denmark,Start-up and other early stage,2017,53.84517997408308
DNK,Denmark,Total,2017,115.46481449262554
DNK,Denmark,Later stage venture,2017,56.52555190263104
DNK,Denmark,Seed,2017,5.094082615911415
DNK,Denmark,Later stage venture,2018,185.2293603193405
DNK,Denmark,Start-up and other early stage,2018,120.64624145226604
DNK,Denmark,Seed,2018,55.02762624589667
DNK,Denmark,Total,2018,360.9032280175032
DNK,Denmark,Later stage venture,2019,129.61470620522255
DNK,Denmark,Start-up and other early stage,2019,205.65912050545256
DNK,Denmark,Total,2019,346.8762955818393
DNK,Denmark,Seed,2019,11.602468871164223
DNK,Denmark,Later stage venture,2020,191.1011958336341
DNK,Denmark,Start-up and other early stage,2020,85.37069517709979
DNK,Denmark,Seed,2020,17.198469365843582
DNK,Denmark,Total,2020,293.6703603765775
DNK,Denmark,Seed,2021,35.71782295262271
DNK,Denmark,Start-up and other early stage,2021,538.0647936838448
DNK,Denmark,Total,2021,1006.9830170555643
DNK,Denmark,Later stage venture,2021,433.20040041909687
DNK,Denmark,Later stage venture,2022,104.78679582308256
DNK,Denmark,Start-up and other early stage,2022,184.52872519247757
DNK,Denmark,Total,2022,349.5979012740572
DNK,Denmark,Seed,2022,60.28238025849713
DNK,Denmark,Later stage venture,2023,171.3365072748402
DNK,Denmark,Seed,2023,88.61261298121805
DNK,Denmark,Total,2023,601.5728609187091
DNK,Denmark,Start-up and other early stage,2023,341.62374066265085
DNK,Denmark,Start-up and other early stage,2024,348.84282433977086
DNK,Denmark,Later stage venture,2024,118.58799571875232
DNK,Denmark,Total,2024,537.1942457840333
DNK,Denmark,Seed,2024,69.76342572551016
ESP,Spain,Later stage venture,2007,146.77345614278408
ESP,Spain,Start-up and other early stage,2007,202.50460343573363
ESP,Spain,Total,2007,383.3215426539362
ESP,Spain,Seed,2007,34.04348307541851
ESP,Spain,Later stage venture,2008,113.51714286100884
ESP,Spain,Seed,2008,27.379480855087817
ESP,Spain,Start-up and other early stage,2008,244.92473173567328
ESP,Spain,Total,2008,385.82135545176993
ESP,Spain,Seed,2009,28.765992749641992
ESP,Spain,Total,2009,269.28216267152163
ESP,Spain,Start-up and other early stage,2009,164.74218771902446
ESP,Spain,Later stage venture,2009,75.77398220285521
ESP,Spain,Seed,2010,20.416076441035127
ESP,Spain,Total,2010,336.2885413840819
ESP,Spain,Start-up and other early stage,2010,161.68579669188355
ESP,Spain,Later stage venture,2010,154.1866682511632
ESP,Spain,Start-up and other early stage,2011,157.6068336094276
ESP,Spain,Total,2011,402.2310258751952
ESP,Spain,Later stage venture,2011,216.5822793796166
ESP,Spain,Seed,2011,28.041912886150996
ESP,Spain,Later stage venture,2012,86.97789336079286
ESP,Spain,Start-up and other early stage,2012,154.88095328030445
ESP,Spain,Total,2012,267.3532166200468
ESP,Spain,Seed,2012,25.494369978949504
ESP,Spain,Start-up and other early stage,2013,107.3462033992597
ESP,Spain,Total,2013,213.24453235051175
ESP,Spain,Later stage venture,2013,78.41057526211203
ESP,Spain,Seed,2013,27.48775368914006
ESP,Spain,Later stage venture,2014,246.77603416478885
ESP,Spain,Start-up and other early stage,2014,131.36442875396455
ESP,Spain,Seed,2014,16.25586765581521
ESP,Spain,Total,2014,394.3963305745687
ESP,Spain,Later stage venture,2015,125.59998851432252
ESP,Spain,Start-up and other early stage,2015,338.20776742905525
ESP,Spain,Total,2015,482.3773847897899
ESP,Spain,Seed,2015,18.569628846412147
ESP,Spain,Later stage venture,2016,265.2089372596692
ESP,Spain,Start-up and other early stage,2016,199.72587765904697
ESP,Spain,Total,2016,479.66736321865466
ESP,Spain,Seed,2016,14.732548299938507
ESP,Spain,Later stage venture,2017,316.3833898864909
ESP,Spain,Start-up and other early stage,2017,282.2515079012556
ESP,Spain,Seed,2017,22.345500312125257
ESP,Spain,Total,2017,620.9803980998718
ESP,Spain,Total,2018,606.6533654186076
ESP,Spain,Start-up and other early stage,2018,382.4359139980273
ESP,Spain,Later stage venture,2018,188.53329312104515
ESP,Spain,Seed,2018,35.68415829953511
ESP,Spain,Start-up and other early stage,2019,334.84849356681644
ESP,Spain,Total,2019,630.3732957148102
ESP,Spain,Later stage venture,2019,272.0551534639461
ESP,Spain,Seed,2019,23.469648684047648
ESP,Spain,Start-up and other early stage,2020,414.1454248649696
ESP,Spain,Total,2020,842.7471461088119
ESP,Spain,Later stage venture,2020,344.73287688131114
ESP,Spain,Seed,2020,83.86884436253119
ESP,Spain,Seed,2021,58.61533233098458
ESP,Spain,Start-up and other early stage,2021,473.79624653578327
ESP,Spain,Total,2021,1688.2407606042063
ESP,Spain,Later stage venture,2021,1155.8291817374386
ESP,Spain,Seed,2022,43.6367666667983
ESP,Spain,Total,2022,942.8618860890958
ESP,Spain,Start-up and other early stage,2022,474.7758678108041
ESP,Spain,Later stage venture,2022,424.4492516114934
ESP,Spain,Start-up and other early stage,2023,453.6705047521973
ESP,Spain,Seed,2023,39.68542392369115
ESP,Spain,Total,2023,805.6893241028747
ESP,Spain,Later stage venture,2023,312.33339542698627
ESP,Spain,Later stage venture,2024,360.6209421894642
ESP,Spain,Total,2024,961.6569534745796
ESP,Spain,Seed,2024,23.10787041589549
ESP,Spain,Start-up and other early stage,2024,577.9281408692199
EST,Estonia,Seed,2007,0.0
EST,Estonia,Total,2007,2.2199190074820967
EST,Estonia,Start-up and other early stage,2007,0.4409403795976385
EST,Estonia,Later stage venture,2007,1.7789786278844582
EST,Estonia,Seed,2008,0.0
EST,Estonia,Total,2008,6.107685610709088
EST,Estonia,Later stage venture,2008,4.4983208400053085
EST,Estonia,Start-up and other early stage,2008,1.6093647707037793
EST,Estonia,Total,2009,6.387020910365426
EST,Estonia,Seed,2009,2.9924349493218703
EST,Estonia,Later stage venture,2009,0.5559563305753591
EST,Estonia,Start-up and other early stage,2009,2.8386296304681973
EST,Estonia,Seed,2010,2.071309418601734
EST,Estonia,Later stage venture,2010,0.4399710345334457
EST,Estonia,Total,2010,9.105796905951408
EST,Estonia,Start-up and other early stage,2010,6.594516452816229
EST,Estonia,Later stage venture,2011,0.0
EST,Estonia,Start-up and other early stage,2011,1.68287389762364
EST,Estonia,Seed,2011,0.2129691532972844
EST,Estonia,Total,2011,1.8958430509209243
EST,Estonia,Later stage venture,2012,1.4518111999962175
EST,Estonia,Start-up and other early stage,2012,8.074447131023211
EST,Estonia,Seed,2012,0.7652201333785373
EST,Estonia,Total,2012,10.291478464397963
EST,Estonia,Seed,2013,0.0
EST,Estonia,Start-up and other early stage,2013,3.03740596658625
EST,Estonia,Total,2013,7.021667130268406
EST,Estonia,Later stage venture,2013,3.984261163682156
EST,Estonia,Later stage venture,2014,6.827165502767135
EST,Estonia,Start-up and other early stage,2014,1.7230522252255198
EST,Estonia,Seed,2014,5.151593895379501
EST,Estonia,Total,2014,13.701811623372157
EST,Estonia,Start-up and other early stage,2015,3.258639371939368
EST,Estonia,Later stage venture,2015,2.8194386925446797
EST,Estonia,Seed,2015,0.1775220631631933
EST,Estonia,Total,2015,6.25560012764724
EST,Estonia,Later stage venture,2016,1.748906911042536
EST,Estonia,Start-up and other early stage,2016,4.274937287297498
EST,Estonia,Seed,2016,1.1069031082547698
EST,Estonia,Total,2016,7.130747306594804
EST,Estonia,Later stage venture,2017,2.2835827129001944
EST,Estonia,Start-up and other early stage,2017,1.073197115548908
EST,Estonia,Seed,2017,1.1918136388464189
EST,Estonia,Total,2017,4.548593467295522
EST,Estonia,Start-up and other early stage,2018,1.2943261383247051
EST,Estonia,Total,2018,36.97084366220748
EST,Estonia,Later stage venture,2018,31.378469028765423
EST,Estonia,Seed,2018,4.29804849511735
EST,Estonia,Later stage venture,2019,12.764729692917172
EST,Estonia,Start-up and other early stage,2019,11.614548001085351
EST,Estonia,Seed,2019,4.954122479421987
EST,Estonia,Total,2019,29.33340017342451
EST,Estonia,Seed,2020,13.899749904740844
EST,Estonia,Later stage venture,2020,10.056831109401369
EST,Estonia,Start-up and other early stage,2020,8.505648845056987
EST,Estonia,Total,2020,32.4622298591992
EST,Estonia,Later stage venture,2021,76.73287954426272
EST,Estonia,Start-up and other early stage,2021,71.85977657988262
EST,Estonia,Seed,2021,26.94345108057165
EST,Estonia,Total,2021,175.53610720471698
EST,Estonia,Later stage venture,2022,51.74538863418275
EST,Estonia,Start-up and other early stage,2022,93.59200420166408
EST,Estonia,Seed,2022,14.32677942184997
EST,Estonia,Total,2022,159.6641722576968
EST,Estonia,Start-up and other early stage,2023,15.10374404831904
EST,Estonia,Total,2023,51.782570806119054
EST,Estonia,Seed,2023,20.505545848406392
EST,Estonia,Later stage venture,2023,16.173280909393622
EST,Estonia,Later stage venture,2024,35.886789714203395
EST,Estonia,Start-up and other early stage,2024,40.61299318733501
EST,Estonia,Seed,2024,7.853752648246752
EST,Estonia,Total,2024,84.35353554978515
FIN,Finland,Later stage venture,2007,92.93404821122466
FIN,Finland,Start-up and other early stage,2007,67.89385209033534
FIN,Finland,Seed,2007,22.24115918321701
FIN,Finland,Total,2007,183.06905948477703
FIN,Finland,Start-up and other early stage,2008,92.52772682917416
FIN,Finland,Seed,2008,13.269155839896383
FIN,Finland,Total,2008,218.40567224496763
FIN,Finland,Later stage venture,2008,112.60878957589708
FIN,Finland,Later stage venture,2009,46.602010132536414
FIN,Finland,Start-up and other early stage,2009,70.96376815535979
FIN,Finland,Seed,2009,11.838913230166856
FIN,Finland,Total,2009,129.40469151806306
FIN,Finland,Later stage venture,2010,42.99962008937478
FIN,Finland,Seed,2010,7.092584167663175
FIN,Finland,Start-up and other early stage,2010,86.79040137119408
FIN,Finland,Total,2010,136.88260562823203
FIN,Finland,Seed,2011,4.554477579011207
FIN,Finland,Start-up and other early stage,2011,71.05834115960172
FIN,Finland,Total,2011,121.5332554116784
FIN,Finland,Later stage venture,2011,45.92043667306548
FIN,Finland,Seed,2012,7.823078227236255
FIN,Finland,Later stage venture,2012,17.677921261263677
FIN,Finland,Start-up and other early stage,2012,78.64647564737032
FIN,Finland,Total,2012,104.14747513587024
FIN,Finland,Later stage venture,2013,60.92712308169286
FIN,Finland,Seed,2013,8.339253198161375
FIN,Finland,Total,2013,158.53725169239425
FIN,Finland,Start-up and other early stage,2013,89.27087541254001
FIN,Finland,Later stage venture,2014,49.442096097900944
FIN,Finland,Start-up and other early stage,2014,97.72455715090786
FIN,Finland,Seed,2014,10.84593349897081
FIN,Finland,Total,2014,158.0125867477796
FIN,Finland,Later stage venture,2015,41.1889686636057
FIN,Finland,Total,2015,121.38625825230729
FIN,Finland,Start-up and other early stage,2015,70.86324607835456
FIN,Finland,Seed,2015,9.334043510347016
FIN,Finland,Later stage venture,2016,47.16013824068642
FIN,Finland,Total,2016,139.40613364234525
FIN,Finland,Start-up and other early stage,2016,79.30633127325383
FIN,Finland,Seed,2016,12.939664128405012
FIN,Finland,Later stage venture,2017,51.87571640849818
FIN,Finland,Start-up and other early stage,2017,96.5123793682667
FIN,Finland,Total,2017,169.5431606610763
FIN,Finland,Seed,2017,21.15506488431144
FIN,Finland,Later stage venture,2018,119.18502282318585
FIN,Finland,Seed,2018,15.650516920911016
FIN,Finland,Total,2018,258.6721297937025
FIN,Finland,Start-up and other early stage,2018,123.83659004960562
FIN,Finland,Start-up and other early stage,2019,104.36863059586965
FIN,Finland,Seed,2019,34.72734179681434
FIN,Finland,Total,2019,296.5623982887444
FIN,Finland,Later stage venture,2019,157.46642589606043
FIN,Finland,Later stage venture,2020,321.38352158248074
FIN,Finland,Start-up and other early stage,2020,157.09648724441078
FIN,Finland,Seed,2020,18.737041785188552
FIN,Finland,Total,2020,497.2170506120801
FIN,Finland,Later stage venture,2021,223.2398086165328
FIN,Finland,Start-up and other early stage,2021,175.12470281579954
FIN,Finland,Seed,2021,44.40429356494416
FIN,Finland,Total,2021,442.7688049972765
FIN,Finland,Start-up and other early stage,2022,164.5229492206782
FIN,Finland,Total,2022,353.87089886915743
FIN,Finland,Later stage venture,2022,123.1281862948352
FIN,Finland,Seed,2022,66.21976335364403
FIN,Finland,Start-up and other early stage,2023,118.41147885153184
FIN,Finland,Total,2023,199.31384639298952
FIN,Finland,Seed,2023,39.65429419995832
FIN,Finland,Later stage venture,2023,41.24807334149936
FIN,Finland,Later stage venture,2024,66.33586233332763
FIN,Finland,Seed,2024,55.289444501239366
FIN,Finland,Total,2024,279.1747455093523
FIN,Finland,Start-up and other early stage,2024,157.54943867478534
FRA,France,Start-up and other early stage,2007,161.8395323709654
FRA,France,Total,2007,939.9399785437962
FRA,France,Later stage venture,2007,765.3800527469591
FRA,France,Seed,2007,12.720393425871668
FRA,France,Start-up and other early stage,2008,136.32382435014523
FRA,France,Seed,2008,28.665082917957672
FRA,France,Total,2008,750.5081313069298
FRA,France,Later stage venture,2008,585.5192240388269
FRA,France,Seed,2009,38.53352854708165
FRA,France,Total,2009,581.5675457561862
FRA,France,Start-up and other early stage,2009,130.07457762152492
FRA,France,Later stage venture,2009,412.95943958757965
FRA,France,Seed,2010,36.113807950240655
FRA,France,Start-up and other early stage,2010,70.75941120627502
FRA,France,Total,2010,537.6693442298757
FRA,France,Later stage venture,2010,430.79612507336
FRA,France,Seed,2011,24.090485999783688
FRA,France,Start-up and other early stage,2011,74.14913603425545
FRA,France,Total,2011,563.8275094621634
FRA,France,Later stage venture,2011,465.5878874281244
FRA,France,Start-up and other early stage,2012,67.232618646508
FRA,France,Total,2012,464.7788418740175
FRA,France,Later stage venture,2012,370.86577488970994
FRA,France,Seed,2012,26.68044833779951
FRA,France,Start-up and other early stage,2013,97.35952601698249
FRA,France,Total,2013,651.3901039693305
FRA,France,Later stage venture,2013,502.6399932042857
FRA,France,Seed,2013,51.39058474806239
FRA,France,Start-up and other early stage,2014,118.89392479250812
FRA,France,Total,2014,533.4343658175688
FRA,France,Later stage venture,2014,357.3675597646004
FRA,France,Seed,2014,57.17288126046031
FRA,France,Seed,2015,93.31804513325372
FRA,France,Total,2015,625.0305310210817
FRA,France,Start-up and other early stage,2015,120.99558766692984
FRA,France,Later stage venture,2015,410.7168982208981
FRA,France,Total,2016,657.3287877693051
FRA,France,Start-up and other early stage,2016,200.3210483913245
FRA,France,Later stage venture,2016,332.1659490392434
FRA,France,Seed,2016,124.84179033873724
FRA,France,Later stage venture,2017,545.0775944673005
FRA,France,Total,2017,1032.2482177048355
FRA,France,Start-up and other early stage,2017,376.9993704625719
FRA,France,Seed,2017,110.171252774963
FRA,France,Start-up and other early stage,2018,547.5497927914936
FRA,France,Total,2018,1318.1419046035105
FRA,France,Later stage venture,2018,630.7064917435276
FRA,France,Seed,2018,139.88562006848895
FRA,France,Later stage venture,2019,1032.7294492299616
FRA,France,Start-up and other early stage,2019,625.0867116965582
FRA,France,Total,2019,1784.0949674404194
FRA,France,Seed,2019,126.27880651389972
FRA,France,Start-up and other early stage,2020,821.4675186840437
FRA,France,Total,2020,1665.4211208507434
FRA,France,Later stage venture,2020,649.5570220845896
FRA,France,Seed,2020,194.3965800821101
FRA,France,Start-up and other early stage,2021,974.7811380454984
FRA,France,Seed,2021,264.65877102353426
FRA,France,Total,2021,3033.9896737782246
FRA,France,Later stage venture,2021,1794.5497647091918
FRA,France,Start-up and other early stage,2022,1172.687856637958
FRA,France,Total,2022,3292.193481892169
FRA,France,Later stage venture,2022,2014.698747793533
FRA,France,Seed,2022,104.80687746067848
FRA,France,Seed,2023,266.4581303161383
FRA,France,Total,2023,2389.1848008750844
FRA,France,Later stage venture,2023,826.3710302357745
FRA,France,Start-up and other early stage,2023,1296.3556403231717
FRA,France,Start-up and other early stage,2024,830.7746959579749
FRA,France,Later stage venture,2024,1089.3173323586134
FRA,France,Total,2024,2225.6420586205354
FRA,France,Seed,2024,305.55003030394715
GBR,United Kingdom,Total,2007,2025.2505782046849
GBR,United Kingdom,Start-up and other early stage,2007,660.8315320683633
GBR,United Kingdom,Later stage venture,2007,1338.5201084760783
GBR,United Kingdom,Seed,2007,25.89893766024313
GBR,United Kingdom,Seed,2008,11.533811462209204
GBR,United Kingdom,Start-up and other early stage,2008,743.8077223721976
GBR,United Kingdom,Total,2008,2138.4797018390395
GBR,United Kingdom,Later stage venture,2008,1383.1381680046327
GBR,United Kingdom,Start-up and other early stage,2009,458.484803217819
GBR,United Kingdom,Total,2009,984.8897919640171
GBR,United Kingdom,Later stage venture,2009,509.6450739004549
GBR,United Kingdom,Seed,2009,16.759914845743346
GBR,United Kingdom,Seed,2010,16.188816734107863
GBR,United Kingdom,Start-up and other early stage,2010,391.81769529221725
GBR,United Kingdom,Total,2010,916.93718246683
GBR,United Kingdom,Later stage venture,2010,508.930670440505
GBR,United Kingdom,Total,2011,1093.509841610804
GBR,United Kingdom,Start-up and other early stage,2011,405.22631870012543
GBR,United Kingdom,Later stage venture,2011,635.5501195063179
GBR,United Kingdom,Seed,2011,52.73340340436062
GBR,United Kingdom,Start-up and other early stage,2012,648.7522543544451
GBR,United Kingdom,Total,2012,1039.0778367632831
GBR,United Kingdom,Later stage venture,2012,378.87108754226256
GBR,United Kingdom,Seed,2012,11.45449486657547
GBR,United Kingdom,Seed,2013,12.184115091947206
GBR,United Kingdom,Start-up and other early stage,2013,537.7373718817646
GBR,United Kingdom,Total,2013,882.9123562152846
GBR,United Kingdom,Later stage venture,2013,332.9908692415728
GBR,United Kingdom,Start-up and other early stage,2014,526.8308534209299
GBR,United Kingdom,Total,2014,1206.0905649608983
GBR,United Kingdom,Later stage venture,2014,629.4772668275214
GBR,United Kingdom,Seed,2014,49.782444712447344
GBR,United Kingdom,Start-up and other early stage,2015,563.2803911503388
GBR,United Kingdom,Total,2015,1484.1678501285955
GBR,United Kingdom,Later stage venture,2015,749.6063725627574
GBR,United Kingdom,Seed,2015,171.2810864154992
GBR,United Kingdom,Start-up and other early stage,2016,465.1348101723158
GBR,United Kingdom,Total,2016,984.6758894719172
GBR,United Kingdom,Later stage venture,2016,476.5511210360472
GBR,United Kingdom,Seed,2016,42.98995826355414
GBR,United Kingdom,Start-up and other early stage,2017,1094.9982902840254
GBR,United Kingdom,Total,2017,2320.932356148573
GBR,United Kingdom,Later stage venture,2017,1075.4186448749065
GBR,United Kingdom,Seed,2017,150.51542098964117
GBR,United Kingdom,Start-up and other early stage,2018,1405.6009743441502
GBR,United Kingdom,Total,2018,2577.048938057952
GBR,United Kingdom,Later stage venture,2018,1060.759388939654
GBR,United Kingdom,Seed,2018,110.68857477414798
GBR,United Kingdom,Start-up and other early stage,2019,1703.4605173543946
GBR,United Kingdom,Total,2019,3380.1200202051687
GBR,United Kingdom,Later stage venture,2019,1485.2844180589764
GBR,United Kingdom,Seed,2019,191.3750847917978
GBR,United Kingdom,Start-up and other early stage,2020,1572.1908943212752
GBR,United Kingdom,Total,2020,3119.628605798885
GBR,United Kingdom,Later stage venture,2020,1339.4915102847913
GBR,United Kingdom,Seed,2020,207.946201192818
GBR,United Kingdom,Start-up and other early stage,2021,2355.7088994135424
GBR,United Kingdom,Total,2021,6659.40977426526
GBR,United Kingdom,Later stage venture,2021,4008.56083993675
GBR,United Kingdom,Seed,2021,295.1400349149674
GBR,United Kingdom,Start-up and other early stage,2022,2149.8101853497205
GBR,United Kingdom,Total,2022,3773.9180070001366
GBR,United Kingdom,Later stage venture,2022,1278.3374257436164
GBR,United Kingdom,Seed,2022,345.7703959067996
GBR,United Kingdom,Total,2023,3875.371399553889
GBR,United Kingdom,Seed,2023,239.94081741053571
GBR,United Kingdom,Start-up and other early stage,2023,1786.5388997849552
GBR,United Kingdom,Later stage venture,2023,1848.8916823583984
GBR,United Kingdom,Later stage venture,2024,3202.970517417371
GBR,United Kingdom,Start-up and other early stage,2024,2559.08522831544
GBR,United Kingdom,Seed,2024,538.4595377228803
GBR,United Kingdom,Total,2024,6300.515283455691
GRC,Greece,Seed,2007,0.0
GRC,Greece,Later stage venture,2007,25.603106270704497
GRC,Greece,Start-up and other early stage,2007,0.4728149235191026
GRC,Greece,Total,2007,26.0759211942236
GRC,Greece,Seed,2008,2.206133203263642
GRC,Greece,Total,2008,48.11627992759412
GRC,Greece,Start-up and other early stage,2008,23.090860860826115
GRC,Greece,Later stage venture,2008,22.81928586350436
GRC,Greece,Later stage venture,2009,17.475396386704542
GRC,Greece,Start-up and other early stage,2009,5.579129703188904
GRC,Greece,Total,2009,23.08939565053838
GRC,Greece,Seed,2009,0.0348695606449306
GRC,Greece,Later stage venture,2010,0.0
GRC,Greece,Total,2010,6.62858333426465
GRC,Greece,Start-up and other early stage,2010,3.314291667132325
GRC,Greece,Seed,2010,3.314291667132325
GRC,Greece,Later stage venture,2011,0.4050589778399331
GRC,Greece,Start-up and other early stage,2011,6.319476836403081
GRC,Greece,Total,2011,13.75390982830371
GRC,Greece,Seed,2011,7.029374014060696
GRC,Greece,Seed,2012,0.0
GRC,Greece,Later stage venture,2012,0.0
GRC,Greece,Total,2012,0.0
GRC,Greece,Start-up and other early stage,2012,0.0
GRC,Greece,Later stage venture,2013,4.93552571268408
GRC,Greece,Seed,2013,4.803656872097132
GRC,Greece,Start-up and other early stage,2013,8.782658688325121
GRC,Greece,Total,2013,18.52184127310633
GRC,Greece,Later stage venture,2014,6.619919381258733
GRC,Greece,Start-up and other early stage,2014,4.738895128414214
GRC,Greece,Total,2014,14.73806880092974
GRC,Greece,Seed,2014,3.379254291256792
GRC,Greece,Seed,2015,2.665471588137452
GRC,Greece,Later stage venture,2015,26.606474260709923
GRC,Greece,Total,2015,37.80802768527584
GRC,Greece,Start-up and other early stage,2015,8.536081836428465
GRC,Greece,Later stage venture,2016,1.5496643515566777
GRC,Greece,Start-up and other early stage,2016,6.196985982533247
GRC,Greece,Seed,2016,1.3339621428510708
GRC,Greece,Total,2016,9.080612476940995
GRC,Greece,Later stage venture,2017,3.8145492338835534
GRC,Greece,Seed,2017,1.3851020877626483
GRC,Greece,Start-up and other early stage,2017,4.513076291176724
GRC,Greece,Total,2017,9.712727612822926
GRC,Greece,Start-up and other early stage,2018,7.229744436603037
GRC,Greece,Later stage venture,2018,21.445437061637808
GRC,Greece,Seed,2018,7.63394973529318
GRC,Greece,Total,2018,36.309131233534025
GRC,Greece,Later stage venture,2019,4.813740376353447
GRC,Greece,Seed,2019,8.851942399096108
GRC,Greece,Start-up and other early stage,2019,14.287729979525036
GRC,Greece,Total,2019,27.953412754974597
GRC,Greece,Later stage venture,2020,2.7983804572987703
GRC,Greece,Start-up and other early stage,2020,13.963347383868353
GRC,Greece,Seed,2020,5.451245130818004
GRC,Greece,Total,2020,22.212972971985128
GRC,Greece,Later stage venture,2021,0.0591370154262689
GRC,Greece,Start-up and other early stage,2021,74.6118358667749
GRC,Greece,Seed,2021,3.3814545420740587
GRC,Greece,Total,2021,78.05242742427522
GRC,Greece,Start-up and other early stage,2022,7.016073471203727
GRC,Greece,Total,2022,67.78557297034746
GRC,Greece,Later stage venture,2022,52.96832561317048
GRC,Greece,Seed,2022,7.801173885973259
GRC,Greece,Later stage venture,2023,7.119818706717087
GRC,Greece,Start-up and other early stage,2023,11.85872715046921
GRC,Greece,Total,2023,23.52763759370328
GRC,Greece,Seed,2023,4.5490917365169805
GRC,Greece,Seed,2024,2.8425042798676534
GRC,Greece,Total,2024,25.681597978892608
GRC,Greece,Start-up and other early stage,2024,22.56849858297456
GRC,Greece,Later stage venture,2024,0.270595116050398
HRV,Croatia,Seed,2007,0.0
HRV,Croatia,Start-up and other early stage,2007,6.741608635461335
HRV,Croatia,Total,2007,10.04218786323928
HRV,Croatia,Later stage venture,2007,3.300579227777945
HRV,Croatia,Seed,2008,0.0
HRV,Croatia,Start-up and other early stage,2008,0.0
HRV,Croatia,Total,2008,6.106941647592398
HRV,Croatia,Later stage venture,2008,6.106941647592398
HRV,Croatia,Seed,2009,0.0
HRV,Croatia,Later stage venture,2009,0.0
HRV,Croatia,Start-up and other early stage,2009,0.0
HRV,Croatia,Total,2009,0.0
HRV,Croatia,Seed,2010,0.0
HRV,Croatia,Later stage venture,2010,0.0
HRV,Croatia,Start-up and other early stage,2010,0.409970292228266
HRV,Croatia,Total,2010,0.409970292228266
HRV,Croatia,Seed,2011,0.0
HRV,Croatia,Later stage venture,2011,0.0
HRV,Croatia,Start-up and other early stage,2011,16.260648168905497
HRV,Croatia,Total,2011,16.260648168905497
HRV,Croatia,Seed,2012,0.0
HRV,Croatia,Start-up and other early stage,2012,8.477885915999332
HRV,Croatia,Total,2012,12.341539338250955
HRV,Croatia,Later stage venture,2012,3.863653422251625
HRV,Croatia,Seed,2013,0.0
HRV,Croatia,Later stage venture,2013,0.0
HRV,Croatia,Start-up and other early stage,2013,8.621101808196473
HRV,Croatia,Total,2013,8.621101808196473
HRV,Croatia,Seed,2014,0.0
HRV,Croatia,Later stage venture,2014,0.0
HRV,Croatia,Start-up and other early stage,2014,0.917536222298369
HRV,Croatia,Total,2014,0.917536222298369
HRV,Croatia,Seed,2015,0.0
HRV,Croatia,Later stage venture,2015,0.0
