company name,category,based in,tags,total funding,founded,website,company status
Lexit,Estonia,Tallin,"marketplace, assets, AI",N/A,2016,www.lexit.co,N/A
Lexolve,Norway,Oslo,"Legal Tech, Layers Community, Advocate Innovation",N/A,2017,www.lexolve.com,N/A
Lexoo,UK,London,"Lawyers, Legal Tech, Marketplace, Lexoo, London",N/A,2014,www.lexoo.com,N/A
Lexoro,Germany,Mannheim,"Artificial Intelligence, Consulting, Information Technology, Software",No funding announced yet,2017,https://lexoro.ai,N/A
Lexplore,Sweden,"Stockholm, Stockholms Lan","Artificial Intelligence, Children, Education",Between €10 million-€25 million,2015,https://www.lexplore.com,N/A
Lexr Ag,Switzerland,Zurich,"Commercial, Commercial Real Estate, Local Business",Between €1-€100K,2016,https://www.lexr.ch/,N/A
Lexray,Switzerland,Zurich,"decision making, open source, operations",N/A,2018,http://lexray.io,N/A
Lexy,Spain,Barcelona,"Advertising Services, artificial intelligence, social media content",Between €100K-€500K,2022,https://www.mylexy.co,N/A
Leya Ai,Lithuania,Vilnius,"EdTech, Consumer App, Mobile app, Language learning",Between €1 million-€ 2.5 million,2020,https://leyaai.com/,Active
Leyden Labs,Netherlands,Amsterdam,"Biotechnology, Life Science, Therapeutics",Above €25 million,2020,https://www.leydenlabs.com/,N/A
Leydenjar,Netherlands,Leiden,"Automotive, Battery, CleanTech",Between €5 million-€10 million,2016,https://leyden-jar.com/,N/A
Leydenjar Technologies,Netherlands,"Leiden, Zuid-Holland","Automotive, Battery, CleanTech, Consumer Electronics, Energy Storage, Hardware, Nanotechnology",Above €25 million,2016,http://www.leyden-jar.com,N/A
Leypal,Spain,Barcelona,"Information Technology, SaaS, Software",No funding announced yet,2020,www.leypal.com,N/A
Lezzat,UK,Berkshire,"Amazon, E-Commerce Service, E Commerce",No funding announced yet,2018,https://www.lezzat.co.uk,N/A
Lf Edutech,Italy,Roma,"Global Virtual Learning, British Curriculum Online School, Character and Leadership Development",Between €500K-€ 1 million,2018,https://lfonlineschool.com/,Active
Lf System Italia,Italy,Avezzano,"Industrial, Industrial Automation, Industrial Engineering",Between €1-€100K,2016,http://www.lfsystemitalia.it/,N/A
Lf1,Germany,Berlin,"Artificial Intelligence, Software, IT Consulting",No funding announced yet,2019,https://lf1.io/,N/A
Lgr Global,Estonia,Parnu,"Analytics, Compliance, Finance, Financial Services",No funding announced yet,2020,https://lgrglobal.com,N/A
Lhm Global,Malta,Malta,"hotels, tourism, travel, resorts",No funding announced yet,2024,https://lhmglobal.com,Active
Lhotse,Germany,Berlin,"Enterprise Software, Information Technology, Procurement, Software",Between €2.5 million-5 million,2020,https://www.lhotse.de/en/,N/A
Libeen Smart Housing,Spain,Madrid,"Financial Services, FinTech, Property Management, Real Estate",No funding announced yet,2019,libeen.com/,N/A
Libeo,France,Paris,"B2B, Billing, Financial Services, FinTech, Payments, SaaS",Above €25 million,2019,www.libeo.io,N/A
Liber Finance Group,Norway,Oslo,"Artificial Intelligence, Consumer Lending, Financial Services, FinTech, Machine Learning, Marketplace",No funding announced yet,2014,https://www.liberfinancegroup.com,N/A
Liber8Tech,Hungary,Budpest,"Wearables, Fashion tech, Nocharge, Liber8Tech, Budapest",N/A,2013,www.liber8tech.com,N/A
Libera Bio,Spain,Galicia,"Biopharma, Life Science, Pharmaceutical",No funding announced yet,2020,http://www.liberabio.com/,N/A
Liberatii,UK,Southampton,"cloud migration, software-as-a-service, database, application migration",N/A,2019,https://www.liberatii.com,N/A
Liberkeys,France,Paris,"E-Commerce, Real Estate",Between €5 million-€10 million,2017,www.liberkeys.com,N/A
Libero Social,Italy,Veneto,"Social Media, Social Media Management, Social Media Marketing, Social Network, Software",No funding announced yet,2019,https://www.liberosocial.com/,N/A
Liberty Medtech,Switzerland,Lugano,"Health Care, Information Technology, Software",Between €1-€100K,2018,http://liberty.clearaxess.com/,N/A
Liberty Rider,France,Toulouse,"Apps, Mobile Apps, Software",Between €1 million-€ 2.5 million,2016,https://liberty-rider.com/,N/A
Libheros,France,Paris,"Health Care, Software",Between €1 million-€ 2.5 million,2016,https://libheros.fr/,N/A
Libiweb Digital,Czechia,Prague,"WordPress,Woocommerce,Shopify,SEO,PPC",No funding announced yet,2023,https://libiweb.com,Active
Libon,France,Paris,"Apps, Mobile, Telecommunications",Between €1 million-€ 2.5 million,2018,www.libon.com,N/A
Libre Foods,Spain,Barcelona,"Biotechnology, Life Science, Wellness",Between €2.5 million-5 million,2020,https://www.librefoods.co/,N/A
Libryo,UK,London,"Legal Compliance Software, SaaS, Legal Tech",N/A,2016,www.libryo.com,N/A
Licenceone,France,La Rochelle,"Information Technology, SaaS, Software",No funding announced yet,2020,www.licence.one,N/A
Licenseware,Romania,Bucharest,"Consulting, Information Technology, IT Management, Management Consulting, Software",Between €100K-€500K,2020,https://licenseware.io/,N/A
Lick Home,UK,London,"Consumer Goods, E-Commerce",Between €2.5 million-5 million,2019,www.lickhome.com/,N/A
Licorne Society,France,Paris,"Artificial Intelligence, Recruiting, Connects",No funding announced yet,2020,https://www.licornesociety.com/,N/A
Lidealist,France,Paris,"Art, E-Commerce, Fashion, Jewelry, Marketplace, TravelArt, E-Commerce, Fashion, Jewelry, Marketplace, Travel",Between €500K-€ 1 million,2014,http://www.lidealist.com,N/A
Liefergruen,Germany,Münster,"Logistics, Software, Technology",No funding announced yet,2020,https://www.sendit.green/,N/A
Life,Estonia,Tallinn,"mental health, app, AI",No funding announced yet,2021,https://www.lifeworthliving.app,N/A
Life After Me,Netherlands,Heerlen,Prepare for when you die,Between €100K-€500K,2020,https://lifeafterme.com,N/A
Life Based Value,Italy,Milan,"Corporate Training, EdTech, Human Resources",Between €1 million-€ 2.5 million,2015,https://lifeed.io/en/,N/A
Life Lessons Education,UK,London,"Consulting, E-Learning, Education",Between €1-€100K,2020,https://www.lifelessons.co.uk,N/A
Life5,Spain,Madrid,"Insurance, Mediator Portal, Claims",Above €25 million,2021,https://life5.com/,Active
Lifebox,Romania,Bucharest,"Education, Health, Services",No funding announced yet,2018,http://www.lifebox.ro,N/A
Lifecycle Plm,Norway,Oslo,"FashionTech,ProductDevelopment,TechPackManagement",Between €1-€100K,2023,https://www.lifecycleplm.com,Active
Lifedata Ai,Italy,Milan,"Artificial Intelligence, Chatbot, Online to Offline",Between €1 million-€ 2.5 million,2019,https://lifedata.ai/,N/A
Lifee,Sweden,"Norrköping, Östergötland","Wearables, Consumer Electronics, eHealth, Lifee, Sweden",N/A,2015,http://www.lifee.com,N/A
Lifehash,UK,Claymont,"blockchain, data, copyright",No funding announced yet,2021,https://www.lifehash.com/,N/A
Lifekeys,Norway,Bergen,"Psychology, Mental health, Health Care",Between €1-€100K,2016,lifekeys.no/,N/A
Lifelancer,UK,London,"Biopharma, Biotechnology, Consulting",No funding announced yet,2020,https://lifelancer.net/,N/A
Lifeline Robotics,Denmark,Odense,"Artificial Intelligence, Health Diagnostics, Industrial Automation",No funding announced yet,2020,https://www.lifelinerobotics.com/,N/A
Lifelong,Sweden,Stockholm,"Sustainable, plastic-free, clean planet",Between €1-€100K,2019,www.wearelifelong.com,N/A
Lifen,France,Paris,"Digital Health, eHealth, Medical Communication, Healthcare",N/A,2015,www.lifen.fr,N/A
Lifeplanner,Norway,Bergen,"Data Storage, Accessibility, Cloud Computing, Data Security",Between €100K-€500K,2018,lifeplanner.no,N/A
Lifescore,UK,Salisbury,Music,No funding announced yet,2016,https://www.lifescoremusic.com/,N/A
Lifesense Group,Netherlands,Eindhoven,"FemTech, Wearable, Healthcare, Digital Health",N/A,2015,www.lifesense-group.com,N/A
Lifespin,Germany,Regensburg,"Health Care, Information Technology, Medical",Between €1 million-€ 2.5 million,2017,http://www.lifespin.eu,N/A
Lifesum,Sweden,Stockholm,"Digital Health, Psychology, Healthcare",N/A,2013,lifesum.com,N/A
Lifetap,Germany,Berlin,"Artificial Intelligence, Information Technology, Mobile",No funding announced yet,2021,https://lifetap-ai.com/,N/A
Lifetilt Food,Hungary,Budapest,"Food and Beverage, Food Delivery, Food Processing, E-Commerce",No funding announced yet,2018,www.lifetiltfood.hu,N/A
Lifetime,Germany,Hamburg,"Developer Tools, Health Care, Information Technology, Mobile Devices, Software",No funding announced yet,2014,https://lifetime.eu,N/A
Lifex,Denmark,Copenhagen,"Flat-sharing, PropTech, Co-Living, Digital Nomads",N/A,2017,www.joinlifex.com,N/A
Lift Relations,Denmark,Dragør,"B2B, Information Services, Information Technology",Between €2.5 million-5 million,2015,https://liftrelations.com/,N/A
Lift99,Estonia,Tallinn,"Information Services, Information Technology, Service Industry",Between €1 million-€ 2.5 million,2016,https://www.lift99.co/,N/A
Liftago,Czechia,Prague,"Marketplace, Urban Transportation, TravelTech",N/A,2012,https://www.liftago.com/,N/A
Liftit,Norway,Lillehammer,"Consulting, Information and Communications Technology (ICT), Information Technology",No funding announced yet,2010,www.liftit.no/,N/A
Lifull Connect,Spain,Barcelona,"Information Technology, Internet, Marketplace",No funding announced yet,2019,https://www.lifullconnect.com/,N/A
Lifvs,Sweden,Stockholm,"Human Resources, Marketing, Recruiting,",Between €5 million-€10 million,2018,https://lifvs.com/,N/A
Ligalio,Latvia,Latvia,"B2B, LegalTech, SaaS",Between €2.5 million-5 million,2021,https://ligalio.com,N/A
Ligazone,Cyprus,Lefkosa,"eSports, Video Games",No funding announced yet,2021,https://ligazone.com/,N/A
Ligence,Lithuania,Kaunas,"artificial intelligence, machine learning, health care",Between €100K-€500K,2019,https://www.ligence.io/,N/A
Ligentec,Switzerland,Lausanne,"Computer, Electronics, Manufacturing",Between €1 million-€ 2.5 million,2016,https://www.ligentec.com/,N/A
Light Em Up Go,Cyprus,Limassol,"Apps, Tobacco",No funding announced yet,2021,https://www.lightemupgo.com,N/A
Light Science Technologies,UK,Derby,"AgTech, Farming, Increasing Urbanisation",Between €1 million-€ 2.5 million,2019,https://www.lightsciencetech.com/,N/A
Lightapply,Poland,Wroclaw,"B2B, Human Resouces, SaaS",No funding announced yet,2020,https://lightapply.com/,N/A
Lightbase,Netherlands,Utrecht,"Apps, E-Commerce, Information Technology",No funding announced yet,2017,https://lightbase.nl/,N/A
Lightcode Photonics,Estonia,Tartu,"3D Technology, Electronics, Robotics",Between €100K-€500K,2020,https://www.lightcodephotonics.com/,N/A
Lightheart Entertainment,Finland,Helsinki,"Gaming, Media and Entertainment",Between €5 million-€10 million,2019,https://www.lightheart.games/,N/A
Lightly Technologies,Ireland,Dublin,"LED, Lighting Technology, Interior Design",N/A,2016,www.lightly.tech,N/A
Lightmass Dynamics,Slovenia,Lasko,"Real Time, Simulation, Software",No funding announced yet,2017,http://lightmass-dynamics.com/,N/A
Lightmeter,UK,London,"Apollo, HubSpot, network",Between €500K-€ 1 million,2022,https://www.getlightmeter.com/,N/A
Lightneer,Finland,Helsinki,"games, mobile,  gaming",N/A,2015,www.lightneer.com,N/A
Lightning Company,Austria,Vienna,"payments , Bitcoin , lightning network",Between €100K-€500K,2022,https://lightningcompany.com/,N/A
Lightnovo,Denmark,Birkerød,raman spectroscopy and microscopy,Between €100K-€500K,2019,https://lightnovo.com/,N/A
Lighton,France,Paris,"Artificial Intelligence, Hardware, Machine Learning, SaaS",Between €2.5 million-5 million,2016,http://www.lighton.ai,N/A
Lighttag,Germany,Berlin,"Analytics, Artificial Intelligence, Developer Platform, Developer Tools, Information Technology, Machine Learning, Software",No funding announced yet,2018,https://lighttag.io,N/A
Lighttheworldhub,Portugal,Lisbon,"Glow Party Supplies, Event Decorations, Fast & Free Shipping",Between €100K-€500K,2025,https://lighttheworldhub.com/,Active
Lightyear,Netherlands,Helmond,"Automotive, Mobility, CleanTech, Electric Vehicles",N/A,2016,www.lightyear.one,N/A
Lightyshare,France,Paris,"rental, marketplace, audiovisual",No funding announced yet,2015,www.lightyshare.com,Active
Lignopure Gmbh,Germany,Hamburg,"Manufacturing, Cosmetics, Biopolymers",No funding announced yet,2019,https://www.lignopure.com/,Active
Lignovations,Austria,"Tulln, Austria","materials, sustainability, deeptech, lignin",Between €1 million-€ 2.5 million,2021,www.lignovations.com,N/A
Ligo,Netherlands,Amsterdam,"Advice, Identity Management, Legal, Legal Tech, Software",Between €500K-€ 1 million,2015,https://www.ligo.nl/,N/A
Liid,Finland,Helsinki,"SaaS, automatic CRM data capture, mobile app,",N/A,2014,https://www.salestrail.io/,N/A
Liight Solar Panel,Switzerland,Rolle,"solar, energy, photovoltaic",No funding announced yet,2021,https://liight.eco/,N/A
Liigu,Estonia,Tartu,"contactless, innovative, hassle-free, affordable",No funding announced yet,2021,liigu.me,N/A
Like Locals,Hungary,Budapest,"travel, startup, traveltech",N/A,2018,https://www.likelocals.co.uk/,N/A
Like No Other,UK,"York, England","Marketer, Entrepreneur, Business owner",No funding announced yet,2020,https://www.likenoother.co,N/A
Likeava,UK,London,"Recruiting, Remote Hiring, Online Platform, Technology",No funding announced yet,2020,www.likeava.com,N/A
Likeminded,Germany,Berlin,"Health Care, Medical Device, Technology",No funding announced yet,2020,https://www.likeminded.care/,N/A
Likesspace,Hungary,Budapest,Real Estate,Between €1-€100K,2020,https://likespace.eu/hu,Active
Likewise Pro,Portugal,Oliveira Salgado,"3D Printing, Electronics, Market Place",Between €100K-€500K,2018,https://likewisepro.com/,N/A
Likomi,Germany,Karlsruhe,"MarTech, Social Media Marketing, Brand Ambassadors",N/A,2013,http://www.likomi.com,N/A
Likua,Germany,Heidelberg,Advanced Computational Fluid Dynamics,No funding announced yet,2021,https://www.likua.de/,Active
Likuid,Italy,Turin,"Blockchain, Cryptocurrency, Finance",Between €1 million-€ 2.5 million,2020,https://www.likuid.it/,N/A
Likvido,Denmark,Copenhagen,"Accounting, Debt Collections, Financial Services, FinTech",Between €2.5 million-5 million,2018,www.likvido.com,N/A
Likwidcare,Germany,Windhagen,"Apps, Consulting, Health Care",No funding announced yet,2020,https://likwidcare.com/,N/A
Lila Dona,France,Seclin,"wax, candle, Grasse, scented wax, scented candles",No funding announced yet,2022,https://liladona.fr/,Active
Lila Perimenopause Guide,Netherlands,Amsterdam,"Menopause, Health, Fitness, AI",Between €1 million-€ 2.5 million,2023,https://getlila.com,Active
Lilco,France,Lille,"Streaming Service, EdTech, STEM Education",Between €100K-€500K,2024,https://lilco.eu/,Active
Lili,Croatia,Zagreb,"Artificial Intelligence, Health Care, Wellness",Between €1-€100K,2017,https://itslili.com/,N/A
Liliho,Spain,Barcelona,"vacationrentals, AI, B2B, Saas",Between €1-€100K,2023,liliho.com,Active
Lilium Aviation,Germany,Wessling,"air taxi, transport, flight",N/A,2015,https://lilium.com/,N/A
Liliumx,UK,London,"Biotechnology, Health Care, Therapeutics",No funding announced yet,2020,https://www.liliumx.com/,N/A
Lilli,UK,Woking,"Social Care, Wellbeing Monitoring, Reablement, Sigfox",Between €5 million-€10 million,2014,https://www.intelligentlilli.com/,Active
Lillian Care,Germany,Berlin,"Microsoft Exchange Online,Content Management System,Email Hosting Service",Between €1 million-€ 2.5 million,2023,https://lillian-care.de/,Active
Lillup,France,Paris,"Artificial Intelligence, Blockchain, EdTech, Education",No funding announced yet,2018,https://www.lillup.com/,N/A
Lilm,France,Annecy,"Custom-Made Products, Furniture, Craftsmen",Between €1 million-€ 2.5 million,2017,lilm.co/,N/A
Lilo,UK,London,"information technology, real estate",Between €2.5 million-5 million,2022,https://www.lilo-collection.com,N/A
Lilu Home,UK,London,"profiles, access, internet, manage",N/A,2017,http://www.lilu.tv,N/A
Lily Charmed,UK,Slough,"Jewelry, Luxury Goods, Handmade, Recycled",N/A,2011,http://www.lilycharmed.com/,N/A
Lilybank Ai,UK,Wakefield,"AI, Automation,",No funding announced yet,2023,https://lilybankai.com/,Active
Lilycrm,UK,Wakefield,"CRM, Content, socialmedia",No funding announced yet,2023,https://www.lilycrm.com/,Active
Limbiq,Germany,Duisburg,"Logistics, SaaS, Software, Supply Chain Management",Between €500K-€ 1 million,2020,www.limbiq.com,N/A
Lime,UK,London,"Health Care, Insurance, Digital Health",Between €500K-€ 1 million,2019,https://www.limeinsurance.com/,N/A
Lime Booking,Slovenia,Ljubljana,"SaaS, Appointment scheduling, Software, CRM",No funding announced yet,2022,http://lime-booking.com/,Active
Limechain,Bulgaria,Sofia,"Blockchain, Information Technology, Consulting",N/A,2017,https://limechain.tech/,N/A
Limehome,Germany,Munich,"hotels, suites, travel",N/A,2018,https://www.limehome.de/en/,N/A
Limenet,Italy,Galbiate,"Carbon Capture, Storage, Climate Change",Between €500K-€ 1 million,2023,https://limenet.tech/en/,Active
Limestory,Norway,Storaas,"Artificial Intelligence, Marketing, Storytelling",No funding announced yet,2019,www.limestory.io/,N/A
Limetrack,UK,Guildford,"Data, Waste, Technology, Climate",Between €100K-€500K,2023,https://limetrack.earth/,Active
Limina,Sweden,Stockholm,"Financial Services, FinTech, Investment",Between €2.5 million-5 million,2019,https://limina.com/,N/A
Liminal Health,UK,London,"Health Care, Mental Health, behavioral Change",Between €100K-€500K,2020,www.liminalhealth.co,N/A
Liminal Integral Foresight Tool Lift,Spain,Barcelona,"foresight, AI, decision support, SaaS",Between €1-€100K,2025,https://www.l-i-f-t.com,Idea Stage
Limitless,UK,London,"Finance, Financial Services, FinTech, Internet",Between €500K-€ 1 million,2016,https://www.limitless.app,N/A
Limknow,Germany,Karlsruhe,"Consulting, Environment, Water",Between €1 million-€ 2.5 million,2019,https://www.limknow.de/,Active
Limm,France,Paris,"Bio-pharmaceutical, Health, Treatment",Between €2.5 million-5 million,2017,www.limmtx.com/,N/A
Limos4,Switzerland,Buchs,"limo service, airport transfer, chauffeur service, ground transportation, limousine service",N/A,2010,https://www.limos4.com,N/A
Limotak,UK,London,"Taxi, Limousine Services, Global Chauffeur Platform",Between €100K-€500K,2023,https://limotak.com,Active
Limousine Hire,Switzerland,Geneva,transportation service,Between €100K-€500K,2024,https://limousinehire.ch/zurich-airport-transfers/,Active
Limpiu,Spain,Madrid,"Apps, Internet, Service Industry",No funding announced yet,2021,https://limpiuapp.com/,N/A
Limula,Switzerland,Epalinges,"Bioproduction, Immunooncology, Cell therapy, Biotechnolgoy",Between €5 million-€10 million,2020,https://limula.ch/,Active
Limy Technologies,UK,London,"mobile app development, web development, business development, startups",Between €100K-€500K,2021,https://limy.tech,Active
Lina Energy,UK,Lancaster,"Battery, Energy",Between €10 million-€25 million,2017,lina.energy/,N/A
Lincapp,UK,London,"Health & Wellness, Mindfulness, Mental Fitness, Digital Products",Between €100K-€500K,2024,https://lincapp.co/,Active
Lincoln School,Finland,Helsinki,"AI, E-learning, Ed-Tech, Education",Between €100K-€500K,2023,https://lincoln.school/,Active
Linconwaves Innovation,Cyprus,Nicosia,"Web Design & Branding, Graphic Design, Video Production, Digital Marketing",No funding announced yet,2019,https://www.linconwavesinnovation.com/,N/A
Linden It,Netherlands,Amsterdam,"Information and Communications Technology, Professional Services, Training",No funding announced yet,2016,https://linden-it.com/,N/A
Lindera,Germany,Berlin,"Health Care, Digital, Medical",Between €100K-€500K,2017,http://www.lindera.de,N/A
Linear,Finland,Helsinki,"Real Estate, 3D, Proptech",Between €100K-€500K,2019,https://linear.fi/en/,N/A
Linearity,Germany,Berlin,"Apps, iOS, Software",Above €25 million,2017,https://linearity.io,Active
Lineo Product Development,Romania,Timișoara,"Industrial Machinery Manufacturing, Product Development,",No funding announced yet,2018,https://www.lineo-engineering.com/,N/A
Linework,Italy,Milano,"blockchain, infrastructure, social networks",Between €1-€100K,2021,https://lineworkcoin.com,N/A
Linework Italia,Italy,Milano,Investment Banking,No funding announced yet,2021,https://lineworkcoin.com,N/A
Linfoai,UK,London,"AI Summarizer, Educational Tool, AI Research Assistant",Between €100K-€500K,2023,https://linfo.ai/dashboard,Active
Linglyai,UK,London,"language learning, ai, edtech",Between €1-€100K,2020,https://lingly.ai,Active
Lingoberry,Sweden,Stockholm,"AI, Education, Language Learning",Between €1 million-€ 2.5 million,2023,https://www.lingoberry.ai/,Active
Lingobo,Estonia,Tallinn,"language learning, online learning, edtech, artificial intelligence",No funding announced yet,2023,https://lingobo.com,N/A
Lingoda,Germany,Berlin,"EdTech, Education, Language, Learning",N/A,2013,http://www.lingoda.com/,N/A
Lingohub,Austria,Linz,"Product Owners Platform, Marketplace, Web Development",N/A,2012,http://lingohub.com,N/A
Lingokids,Spain,Madrid,"language, learning, kids",N/A,2014,www.lingokids.com,N/A
Lingoodle Learning,Ireland,Mayo,"K-12 Education, Digital, Online Tutoring,",No funding announced yet,2024,https://www.lingoodle.com/,Active
Lingroom,Poland,Warsaw,"Language, Online, Education, Teaching",N/A,2017,https://lingroom.pl/en/,N/A
Lingua Custodia,Luxembourg,Luxembourg,"Artificial Intelligence, FinTech, Machine Learning",No funding announced yet,2019,https://www.linguacustodia.finance/en/homepage/,N/A
Lingua Studios,UK,London,"interpreting, translation, social media, staffing",No funding announced yet,2022,https://www.linguastudios.com,Active
Linguation,Germany,"Munich, Germany","linguation, translation",N/A,2018,https://www.linguation.com,N/A
Linguido,Poland,Olsztyn,"Big Data, EdTech, Education, Edutainment, Information Technology",No funding announced yet,2020,linguido.com/en/,N/A
Linguidoor Language Services,Germany,Berlin,"translation, internationalisation",N/A,2018,www.linguidoor.com,N/A
Linguidoor Translation Serices,Germany,Berlin,"Certified Document Translation, E-commerce Website Translation, App and Software Localization, Content writing",N/A,2018,https://www.linguidoor.com/,N/A
Linguidoor Translation Services,Germany,Berlin,"Document Translation, Content Writing, Website Localization, App and Game Translation",No funding announced yet,2017,https://www.linguidoor.com/,N/A
Lingumi,UK,London,"Pre-school, EdTech, Language Learning, Online Education",N/A,2015,www.lingumi.com,N/A
Lingusocial,Germany,Borstel-hohenraden,"Android, Information Technology, iOS, Messaging",No funding announced yet,2017,https://www.lingusocial.com,N/A
Lingvist,Estonia,Tallinn,"EdTech, Language app, eLearning, Lingvist, Tallinn, London",N/A,2013,www.lingvist.com,N/A
Linio Biotech,Finland,Helsinki,Productivity Microsoft Exchange Online Email Hosting Service,Between €5 million-€10 million,2017,https://www.linio-biotech.com/,Active
Link Grabber,UK,London,"Productivity, Link Extractor, Chrome Extension, Productivity Tool",No funding announced yet,2024,https://link-grabber.com/,Active
Link Io,UK,London,"Debit Cards, Finance, Financial Services, FinTech, Payments, Peer to Peer",No funding announced yet,2020,https://www.linkio.africa,N/A
Link Retail,Norway,Oslo,"retail, retail analytics, technology, people counting, retail solutions, POS Analytics",No funding announced yet,2021,com,N/A
Linkcards,UK,Zurich,"business cards, communication, networking",Between €1-€100K,2017,https://www.linkcardsapp.com,N/A
Linkdelta,Estonia,Tallinn,"ai,generative ai,ai writing tool",No funding announced yet,2019,https://linkdelta.com,N/A
Linkdr,UK,London,"AI, SEO",No funding announced yet,2024,https://linkdr.com,Active
Linkedcar,Belgium,"Hasselt, Limburg","Automotive, Mobility, Iot, Augmented Reality",N/A,2020,http://www.linkedcar.be,N/A
Linkedin Bulk Search,France,Paris,"Marketing, Linkedin Leads, Sales Automation, Linkedin Search",No funding announced yet,2020,https://growthtoolz.com/shop/linked-bulk-search/,Active
Linkedin Company Insights By Arounddeal,Austria,Linz,"sales, marketing, Buyer Intent Data",No funding announced yet,2024,https://insights.arounddeal.com/,Active
Linkedin Headline Generator,UK,England,"AI, job hunt, career",Between €1-€100K,2024,https://www.eztrackr.app/linkedin-headline-generator,N/A
Linkedly Ai,UK,"London, United Kingdom","ai linkedin outreach, lead generation, outreach, linkedin bots",Between €1-€100K,2024,https://linkedly.ai,Active
Linkednutri,France,Cachan,"Fitness, Health Care, Personal Health, Nutrition",No funding announced yet,2018,www.linkednutri.com/,N/A
Linkedpro,Estonia,"Tartu, Estonia","Automation, consulting, and email infrastructure.",Between €1-€100K,2023,Linkedpro.eu,Active
Linkedtrade,France,Paris,"digital, fintech, banking",N/A,2017,https://www.linkedtrade.eu/,N/A
Linkfire,Denmark,Copenhagen,"Music Tech, Marketing, Internet, Smart Links, Linkfire, Copenhagen",N/A,2014,www.linkfire.com,N/A
Linkgevity,UK,Cambridge,"AI-Driven Longevity Therapeutics, Anti-Necrotic™ Drug Development, Clinical Focus on Acute Kidney Injury",Between €100K-€500K,2023,https://www.linkgevity.com/,Active
Linkhouse,Poland,Katowice,"SEO, Link-building, Content Marketing",No funding announced yet,2014,https://linkhouse.net/,Active
Linkinfarm,France,Mouen,"Agriculture, AgTech, Farming",Between €1 million-€ 2.5 million,2017,www.linkin.farm/,N/A
Linking Drones,Spain,Madrid,Transportation,Above €25 million,2022,https://www.linkingdrones.com/,Active
Linkjobai,Ireland,Dublin,AI Interview assistant,No funding announced yet,2025,https://www.linkjob.ai/,Active
Linkker,Finland,Villahde,"Consumer Electronics, Electronics, Information Technology, Public Transportation, Transportation",Between €1 million-€ 2.5 million,2014,http://www.linkkerbus.com,N/A
Linkly,UK,Haringey,"url shortener, link tracking, retargeting",No funding announced yet,2019,https://linklyhq.com/,Active
Linkmagic,Latvia,Internet,N/A,N/A,2017,https://linkmagic.biz/en/,N/A
