country,company_name,city,funding_amount,industry_tags,start_year,status,website
France,Lengow,Nantes,,"SaaS, Online Catalogue, eCommerce, Distribution Channels",2009,True,http://www.Lengow.com
Germany,Leniobio,Dusseldorf,,"Protein-expression, cell-free, protein-service",2016,True,www.leniobio.com
Poland,Lensoai,Wrocław,,"AI image search, reverse image search",2024,True,https://lenso.ai/
Denmark,Lentii,Aarhus,300000.0,"IT Services, IT Consulting, Platform",2019,True,http://lentii.com/
Germany,Lentvio,Berlin,50000.0,"E-Commerce, Financial Services",2021,True,https://www.lentvio.io/
Denmark,Lenus Ehealth,Copenhagen,,"Innovative, Development, International, Technology",2016,True,https://www.lenusehealth.com/
UK,Lenus Health,Edinburgh,,"Healthcare, Digital Therapeutics, Diagnosis",2020,True,lenushealth.com
France,Leocare,Paris,17500000.0,"InsurTech, Insurance",2017,True,www.leocare.eu
Germany,Leon Mobility,Leonberg,,"Ad Network, Advertising Platforms, Last Mile Transportation, Outdoor Advertising",2020,True,www.leon-mobility.com/
Italy,Leonard,Roma,300000.0,"Food and Beverage, Information Technology, Mobile Apps",2019,True,https://leonardsystem.com/
Germany,Leondra,Berlin,,"Currency Management, FinTech, Blockchain",2013,True,https://www.leondrino.com/
Germany,Leonine,Munich,,"Commercial, Film, Media, Entertainment",2019,True,https://www.leoninestudios.com/de/
Netherlands,Lepaya,Amsterdam,7500000.0,"Education, Higher education, Training",2018,True,www.lepaya.com
France,Lephish,Paris,,"Phishing, Simulation, Training, Test",2023,True,https://www.lephish.com
Netherlands,Lequest,Rotterdam,,"medtech, medical",2011,True,http://www.lequest.com/
Spain,Lernmi,Barcelona,300000.0,"edtech, hrtech, effective communcation",2021,True,www.lernmi.com
Germany,Leroma,Duesseldorf,,"B2B, food commodities, platform, sustainability",2019,True,www.LEROMA.com
Spain,Les Amis,Barcelona,300000.0,"Social Networking, Platforms, Marketplace",2022,True,https://www.lesamis.cc/
France,Les Habitues,Paris,1750000.0,"Internet, Mobile",2014,True,https://www.leshabitues.fr/
France,Les Merveilleuses,Bordeaux,300000.0,"Retail, E-commerce, B2C",2022,True,https://www.lesmerveilleuses.com/
France,Les Nouveaux Fermiers,Les Nouveaux Fermiers,1750000.0,"Agriculture, AgTech, Food Processing, Nutrition",2019,True,lesnouveauxfermiers.com
France,Les Nouvelles Affineurs,Paris,1750000.0,"Organic Food, Food Processing, Nutrition",2017,True,lesnouveauxaffineurs.com/
France,Les Opticiens Mobiles,Lyon,17500000.0,"Eyewear, Retail",2015,True,https://www.lesopticiensmobiles.com/
UK,Lesalon,London,,"Beauty, Home Services, Lifestyle, Mobile Apps",2015,True,www.lesalon.com
Germany,Lesan,Berlin,,"Internet Publishing, Instant translation, Generate Insights",2019,True,http://www.lesan.ai/
UK,Lesflicks,"London, UK",,"Film, Distribution, LGBT, Video on Demand",2019,True,https://www.lesflicks.com
UK,Leslie,London,50000.0,"hospitality, service, order, tip, and pay",2021,True,https://getleslie.com/
France,Less,Paris,17500000.0,"Apps, Mobile Apps, Navigation, Real Time, Ride Sharing, Transportation",2017,True,http://www.less.com
UK,Less Grey,Edinburgh,750000.0,Health,2023,True,https://lessgreyimaging.com/
Norway,Lessadmin,Oslo,50000.0,"HR, employee directory, onboarding, HR management",2021,True,https://www.lessadmin.com
Netherlands,Lessonup,The Hague,,"Education, EdTech, SaaS, Lessons, Teaching, Platform",2015,True,https://lessonup.com/
Cyprus,Lessquestionnaires,Nicosia,,"sales, b2b",2024,True,https://lessquestionnaires.com
Estonia,Lesstress,Tallin,,"cbd marketplace, cbd store, cbd wholesale, cbd oil",2021,True,www.lesstress.eu/en
Germany,Let Me Cook,Berlin,,"SaaS, Startup, News",2023,True,https://letmecook.io
UK,Let Or Sell Property Uk,London United Kingdom,,"real estate, property, proptech,",2015,True,http://www.letorsellproperty.co.uk/
UK,Letera,London,25000000.0,Education,2023,True,https://letera.ai/
Spain,Letgo,Barcelona,,"Marketplace, eCommerce, Online Shopping",2015,True,www.letgo.com
Germany,Letos,Potsdam,,"Affective Computing, Prediction, Biosensor",2017,True,https://letos.me
UK,Letplant Technology Ltd,London,50000.0,"Houseplant, Plant care, AI , IoT , Sustainability",2023,True,https://letplant.com
Germany,Lets,Munich,,"Apps, Communities, Mobile Apps, SaaS, Social Media, Software",2018,True,https://www.joinlets.de/
Austria,Lets Connect,Innsbruck,750000.0,"Digital Consulting, Online Support, Online Sales Channel",2021,True,www.letsconnect.at
UK,Lets Do This,London,25000000.0,"events, marketplace, sports, experience",2017,True,https://www.letsdothis.com/gb
France,Lets Grow,Paris,,"growth, marketing, ventes, commerciaux",2020,True,www.sales-hacking.com
UK,Lets Gtok,London,50000.0,"Internet, Social Media, Web Apps",2021,True,https://letsgtok.com/
UK,Lets Level Up,London,25000000.0,SaaS,2021,True,https://www.letslevelup.io/
UK,Lets Logistics,Liverpool,,"Logistics, Transportation, Services",2020,True,http://www.letslogistics.co.uk/
Greece,Lets Speak Together,Trikala,,"Online,Language,Courses,worldwide",2018,True,www.letsspeaktogether.com
Spain,Lets Wow,Madrid,750000.0,"Advertising Services, Digital Marketing, Infoproducers",2021,True,https://letswow.ac
Belgium,Letsbuild,Brussels,7500000.0,"construction, engineering, technology, construction management, project management",2019,True,https://www.letsbuild.com/
Italy,Letsell,Torino,1750000.0,"E-Commerce, E-Commerce Platforms, Fashion",2017,True,https://www.letsell.com/main/
Ireland,Letsgetchecked,Dublin,25000000.0,"Health Care, Health Diagnostics, Medical, mHealth",2015,True,https://www.letsgetchecked.com/
UK,Letslocalise Imited,Wokingham,300000.0,"Primary, Secondary Education, Support schools, Build connected community",2018,True,https://letslocalise.co.uk
UK,Letsunlockphone,Gibraltar,,"network, mobile, devices",2017,True,https://letsunlockphone.com
Spain,Letterly,Barcelona,,"voice, text, ai, writing",2023,True,https://letterly.app
Romania,Letterone,Chisinau,,"e-commerce industry, marketplace",2019,True,https://a1.md/
France,Letterpal,Bordeaux,,"AI, Email, Newsletter",2024,True,https://www.letterpal.io/
France,Lettria,Paris,,"Artificial Intelligence, Education, Software",2018,True,https://lettria.com/
UK,Lettus Grow,Bristol,,"Farming, AgriTech, FoodTech, Sustainable, LettUs Grow, Bristol",2015,True,https://www.lettusgrow.com
Hungary,Letyshops,Csomad,3750000.0,"Advertising Platforms, Affiliate Marketing, Coupons, E-Commerce, Loyalty Programs, Marketing, Price Comparison, Shopping",2014,True,https://letyshops.com/
Luxembourg,Letzai,Luxembourg,,"Generative AI, Content Creation, Brand Marketing",2023,True,https://letz.ai
Luxembourg,Letzpaws,Luxembourg,,"Pet Services, App Booking, Pet Care, Service Provider Network",2023,True,https://letzpaws.com
Belgium,Leuvenflyers,Leuven,,Offline Marketing,2023,True,https://www.leuvenflyers.com/
Greece,Levart App,Thessaloniki,300000.0,"IT Services, IT Consulting, Time-consuming debates, Endless research",2023,True,https://levart.app/
Germany,Level Nine,Berlin,25000000.0,"Biotech, Energy, SaaS",2023,True,https://www.levelninelabs.com/
Netherlands,Level Plane Media,Amsterdam,,"Internet, Marketing, Social Media",2020,True,https://levelplanemedia.com/
UK,Level2,Cardiff,1750000.0,"AI, Fintech",2024,True,https://www.trylevel2.com/
UK,Mixergy,Oxford,,"Energy, Renewable Power, CleanTech, GreenTech, Water Consumption, Mixergy, Oxford",2014,True,https://www.mixergy.co.uk
Norway,Mixmove,Fornebu,,"Logistics, Software, Supply Chain Management",2017,True,https://www.mixmove.io/en/
Spain,Mixo,Barcelona,300000.0,"Food and Beverage Services, Manufacturing, Machinery",2021,True,https://www.mixodrink.com
Romania,Mixtazure,Cluj-Napoca,,SEO Services,2023,True,https://mixtazure.com/
Denmark,Mixtery,Copenhagen,,Health,2021,True,https://www.mixtery.dk/
UK,Mizar,London,3750000.0,"FinTech, Software, Trading Platform",2020,True,https://mizar.ai/
France,Mizen,Archamps,,"Banking, Consumer Lending, Financial Services",2020,True,https://mizen.eu
Finland,Mjuk,Helsinki,1750000.0,Microsoft Exchange Online Facebook Advertiser Email Hosting Service,2019,True,https://www.mjukhome.com/
Austria,Mjuks,Vienna,,"Hospitals, Health Care, Retail Technology",2021,True,https://mjuks.com/
Germany,Mk2 Biotechnologies,Palnegg,17500000.0,Food & Drinks,2020,True,https://www.mk2.bio/
Belgium,Mkc Moto,Aartselaar,,"E-Commerce, Fashion, Apparel",2020,True,https://www.mkcmoto.com/en/
UK,Mkdirs,London,,"Development, Website Builders,",2024,True,https://mkdirs.com
Sweden,Ml Genics,Stockholm,25000000.0,"AI, Big Data, Health",2023,True,https://www.mlgenics.com/
Poland,Mljar,Łapy,,"machine learning, AutoML, data science tools",2016,True,https://mljar.com/
UK,Mlkman,London,,"food and beverage, food tech, food",2017,True,www.mylkman.co.uk/
Germany,Mlm Yug,Berlin,,"MLM Software, Social Network, SEO",2010,True,https://www.mlmyug.com/
Austria,Mlreef,Neidling,300000.0,"Artificial Intelligence, IaaS, Information Technology, Internet, Machine Learning, Software",2019,True,https://about.mlreef.com
Austria,Mlxar,Vienna,50000.0,"Machine Learning, Software, Video Games",2021,True,https://www.mlxar.com
Italy,Mmi,Calci,17500000.0,"Health Care, Medical, Robotics",2015,True,https://www.mmimicro.com/
UK,Mmob,London,7500000.0,"Financial Services, FinTech, Information Technology",2020,True,https://www.mmob.com/
France,Mmobyte,Paris,,"Online Gaming, Gaming, Content",2017,True,https://www.mmobyte.tv/
Denmark,Mmw,Copenhagen,300000.0,"Mental Health Care, Future of Work, Leaders Training, Wellbeing Skills",2024,True,https://www.mmwai.io/
UK,Mnai,Gatwick,,"insights, Business Intelligence, Company Information, Investment Search Engine",2020,True,www.mnai.tech
Poland,Mnm Diagnostics,Poznan,,"Genetic, DNA, Diagnostics, AI, MNM Diagnostics, Poznan",2018,True,https://mnm.bio
Italy,Mnsimu,Muro Leccese,300000.0,"Marine Forecasts, Eco Friendly Tourism, Digital Beach Experience",2023,True,https://www.punto-mare.it/
UK,Mo Chain,London,,"blockchain, web3, crptocurrency, technology",2022,True,mochain.app
Spain,Moa Foodtech,Madrid,,"Food and Beverage, Food Processing, Snack Food",2020,True,https://www.moafoodtech.com/
UK,Moa Technology,Leeds,,"plants, genetics, agriculture",2019,True,https://www.moa-technology.com/
France,Moabi,Paris,,"Information Security, IoT Security, Connected cars, Reverse Engineering",2019,True,https://moabi.com/
Germany,Moabits,Berlin,750000.0,"IoT, SaaS",2020,True,https://www.moabits.com/
Germany,Moanah,Frankfurt,,"Consumer Goods, E-Commerce, Manufacturing",2019,True,https://www.moanah.com/
Sweden,Moba Network,Stockholm,25000000.0,"Communities, Gaming, Sports",2018,True,https://wearemoba.com/
Finland,Mobal,Helsinki,1750000.0,"Marketing, Internet, Platform",2020,True,https://mobal.io/
France,Mobdev,Nantes,,"mobile app development, on-demand mobile apps, mobile application development, doctor booking app, home nurse booking app",2018,True,https://mobdev.app
France,Mobee Travel,Lyon,1750000.0,"Leisure, Social Entrepreneurship, Tourism, Travel, Travel Agency",2016,True,https://www.mobeetravel.com
Germany,Moberries,Berlin,,"recruitment, hr, talent, match",2016,True,https://www.moberries.com
Portugal,Mobiag,Lisbon,,"Car-sharing services, mobility, traveltech",2011,True,https://mobiag.com/
France,Mobibam,Paris,,"Furniture Design, Interior Design, Custo",2015,True,www.mobibam.com
Norway,Mobidoctor,Oslo,,"telemedicine, doctor, ehealth, healthcare",2019,True,www.mobidoctor.eu
Belgium,Mobietrain,Genk,7500000.0,"E-Learning, EdTech, Human Resources",2015,True,https://www.mobietrain.com/
Netherlands,Mobifi,The Hague,3750000.0,"Mobility as a Service, Blockchain, Cryptocurrency, Payments, Smart Cities",2021,True,https://mobifi.io/
Germany,Mobiko,Munich,,"Service Industry, Travel, Travel Accommodations",2017,True,https://mobiko.de
Romania,Mobiladalin,Romanai,,"mobilier la comanda, mobilier tapitat, mobilier horeca, canapele, fotolii",2004,True,https://www.mobiladalin.ro/
Belgium,Mobilar,Niel,1750000.0,BigData,2021,True,https://www.mobilar.io/
France,Mobile Club,Paris,,"Mobile, Mobile Apps, Telecommunications",2018,True,https://www.mobile.club/
Germany,Mobile Healthcare Solutions,Hamburg,1750000.0,"Health Care, Health Diagnostics, Wellness",2020,True,https://getcasc.com/
Netherlands,Mobile Lending,"Rotterdam, Netherlands",1750000.0,"Microfinance, mobile lending, financial services, emerging markets,",2017,True,www.mobile-lending.com
UK,Mobile Sales Systems,London,,"Store Rewards, Loyalty Program, MarTech",2012,True,https://in-store-rewards.com
Poland,Mobilis Robotics,Krakow,1750000.0,"Artificial Intelligence, Machine Learning, Medical Device, Robotics, Software, Transportation",2018,True,http://mobilis.io
Ireland,Mobility Mojo,Dublin,,"Hospitality, Tourism, Travel",2016,True,https://mobilitymojo.com/
Netherlands,Mobility Scooters,Loosdrecht,,"Automotive, Mobile Apps, Appointment",2016,True,https://www.tomzorg.nl/
France,Mobility Work,Paris,,"mobility, social, community",2016,True,https://www.mobility-work.com
Netherlands,Mobilitybooker,Amsterdam,,"airports, mobility, travel",2018,True,https://www.mobilitybooker.com/
Germany,Mobilitydatalab,Berlin,300000.0,"Advertising Platforms, Information Technology, Software",2017,True,https://www.mobilitydatalab.com
UK,Mobiloud,London,50000.0,"MobiLoud, MobileAppCreation, MobileApps",2013,True,https://www.mobiloud.com/
Malta,Mobilt,Sliema,,"Information Technology, Software, Software Engineering",2018,True,https://www.mobilt.io/
Germany,Mobimeo,Berlin,,"Information Technology, Mobile Apps, Public Transportation",2018,True,www.mobimeo.com
France,Mobip,Fontenay-sous-bois,,"E-Commerce, Internet, Mobile Apps, Payments",2019,True,https://www.mobip.fr/
Greece,Mobiplus Ai,Athens,,"personalization, retail, artificial intelligence ,btb",2023,True,https://mobiplus.co/
Estonia,Mobitalents,Tallinn,,"Information Services, Information Technology, Internet, Recruiting",2022,True,https://mobitalents.com
UK,Mobiteam,London,,"WordPress, Websites, WordPress Support, WordPress Plugin",2022,True,https://mobiteam.co.uk/
Belgium,Mobito,Brussels,,"Information Technology, Smart Cities, Transportation",2020,True,https://www.mobito.io/
Germany,Mobius Labs,Berlin,7500000.0,"Analytics, Information Technology, Software",2018,True,https://mobiuslabs.com
UK,Mobkoi,London,,"Advertising, Internet, Mobile, Video",2014,True,http://www.mobkoi.com
Spain,Mobsyte,Madrid,,"Customer Engagement, Website Creation, Web Development",2012,True,http://www.Mobsyte.com
Ireland,Moby,Glasnevin,750000.0,"Electric Vehicle, Mobility, Transportation",2018,True,https://www.mobybikes.com/
Ireland,Moby Bikes,Glasnevin,750000.0,"Electric Vehicle, Transportation, Truck Transportation",2018,True,https://mobybikes.com/
Romania,Mocapp,Bucharest,,"Mobile, Online Marketing, Services, Social Media, Software",2017,True,http://www.mocapp.net
UK,Mocean Energy,Edinburgh,3750000.0,"Energy, Renewable Energy",2015,True,https://www.mocean.energy/
UK,Mockey Ai,London,,"AI Mockup Generator, Mockup Templates, AI Product Photography",2024,True,https://mockey.ai/
Spain,Mockmate,Remote,,"HR, Recruitment, Software",2020,True,https://www.mockmate.com
UK,Mockup Generator,England,,"web-design, mockup-generator",2024,True,https://mockupgenerator.xyz/
Germany,Modabil,Goslar,,"Jewelry, Schmuck, Echtschmuck, Necklaces",2023,True,https://modabile.de
UK,Modafirma,London,,,2015,True,https://modafirma.com
UK,Modal,London,,"commerce, food, SaaS",2020,True,https://modal.systems
Germany,Modality Group,Berlin,,"SexTech, SaaS, Information Technology",2019,True,https://www.modalitygroup.co/
Estonia,Modash,Tallinn,,"Influencer Marketing, Social Media, Marketing Tech",2018,True,www.modash.io
UK,Mode Global,London,,"Financial Services, FinTech, Payments",2019,True,https://www.modeplc.com/
Norway,Mode Sensors,Trondheim,,"Health Care, Medical Device, mHealth",2016,True,https://www.modesensors.com/
UK,Model Farming,Epping,,"Farming, Retailer, Supply Chain",2020,True,https://www.modelfarming.com/
Spain,Modelium,Madrid,17500000.0,"Energy, Fintech",2022,True,https://modelium.com/
Netherlands,Modellengenerator,Amersfoort,,"Legal, Speech Driven, Accountancy",2016,True,https://modellengenerator.nl/
Slovenia,Modelur,Ljubljana,,"Software, Software, Urban Design",2017,True,https://modelur.com/
UK,Modern Milkman,Manchester,17500000.0,"Sustainability, Food and Beverage, EcoFriendly",2018,True,http://themodernmilkman.co.uk/
Poland,Modern Wine Club,Gliwice,,"E-Commerce Platforms, E-Learning, Wine And Spirits, Winery",2020,True,https://www.modernwineclub.pl
Italy,Modernmt,Trento,,"Machine Learning, SaaS, Software",2015,True,https://www.modernmt.com/
UK,Modestwist,London,50000.0,"E-Commerce, Fashion, Retail Technology, Supply Chain Management",2021,True,https://modestwist.com/
UK,Modex,London,,"Blockchain, Database, Information Technology, Internet",2017,True,https://www.modex.tech
Germany,Modifi,Berlin,7500000.0,"Financial Services, FinTech",2018,True,www.modifi.com/
Germany,Modifly,Berlin,300000.0,"Airlines, Aviation, Online",2023,True,https://www.modifly.shop/
Germany,Modility,Hamburg,,"E-Commerce, Information Technology, Marketplace",2020,True,https://www.modility.com/
Poland,Modista,Kraków,,"Fashion,style,stylists, slow fashion, style inspiration,conscious shopping,capsule wardrobe,wardrobe",2021,True,https://modista.site
France,Modjo,Paris,750000.0,"Analytics, Software, Sales",2019,True,https://en.modjo.ai/
UK,Modo Energy,Birmingham,3750000.0,"renewable energy, analytics, energy",2019,True,https://modo.energy
UK,Modo25,Leeds,,"Advertising, Marketing, Marketing Automation",2020,True,https://www.modo25.com/
Netherlands,Modoka,Zwolle,,"Games, Interactive Entertainment, Software, Apps",2012,True,http://modoka.nl/
Germany,Modomoto,Berlin,,"Fashion Tech, Menswear, eCommerce, Shopping Service",2011,True,www.modomoto.de
Sweden,Modsim Pharma,Uppsala,,"drug, discovery, hit, lead",2018,True,https://modsim-pharma.com/
Poland,Modsly,Warsaw,50000.0,"E-Commerce, Fashion",2019,True,https://www.modsly.com
Italy,Modula Milano,Milan,,"young, multi-ethnic, Italian, Milanese, innovative, backpacks, fashion and apparel",2019,True,https://www.kickstarter.modula-milano.com/
Sweden,Modulai,Stockholm,,"Artificial Intelligence, Machine Learning, B2B",2018,True,https://modulai.io/
Estonia,Modularbank,Tallinn,3750000.0,"fintech, banking platform, banking",2018,True,https://www.modularbank.co/
Norway,Modulize,Oslo,300000.0,"Construction, Information Technology, Software",2020,True,https://modulize.io/
Switzerland,Modulos,Zurich,,"Artificial Intelligence, Information Technology, Machine Learning, Software",2019,True,https://www.modulos.ai/
UK,Modulous,London,17500000.0,"Architecture, Construction, Information Services, Information Technology, Real Estate, Software",2018,True,https://www.modulous.com/
UK,Modulr,London,,"Finance, payments, fintech",2015,True,https://www.modulrfinance.com/
Ireland,Modulz,Dublin,7500000.0,"Developer Platform, Developer Tools, Product Design",2019,True,https://www.modulz.app/
Switzerland,Modum,ZÃ¼rich,17500000.0,"Blockchain, Cryptocurrency, Information Technology, Internet, Life Science, Supply Chain Management, Virtual Currency",2016,True,https://www.modum.io
Luxembourg,Modus3,Luxembourg,,Software,2019,True,https://www.modus3.lu/
Estonia,Moduulo,Tallinn,,"Invoicing, Robot Process Automation, Business Process Optimization, Automated Workflows, and Data-driven decisions",2018,True,https://www.moduulo.com
Sweden,Modvion,Gotenborg,17500000.0,"construction, engineer, sustainable",2015,True,www.modvion.com/
UK,Modyst,Newcastle upon Tyne,,"streaming, content, video",2015,True,www.Modyst.com
UK,Moe Travel,London,50000.0,"sustainability, travel, outdoor, nature, marketplace",2021,True,moe.travel
Switzerland,Moebelscout,Zürich,,"ecommerce, marketplace, internet",2019,True,https://www.moebelscout.ch
France,Moebius,Reichshoffen,25000000.0,Proptech,2020,True,https://www.moebius.pro/
Germany,Moeco,Berlin,,"IoT, decentralized, platform",2016,True,www.moeco.io
UK,Mogees,London,,"Machine Learning, Audio technology, Music Creation, Music Tech",2013,True,www.mogees.co.uk
Spain,Moggie,Madrid,,"Cat Care System, Communication Device, Digital Health, Pets Care",2016,True,www.moggie.me
UK,Mogrify,Cambridge,,"Stem cells, Regenerative medicine, Drug, Big data, Biotechnology, Bioinformatics",2019,True,http://www.mogrify.co.uk/
Italy,Mogu,Varese,1750000.0,"Biotechnology, Interior Design, Interior Design",2015,True,https://mogu.bio/
UK,Mogul News,London,,"journalism, media, stories, newspapers",2018,True,https://mogul.news
Estonia,Mohrwolfe,Tallinn,750000.0,"marketing, consulting, business development, branding",2021,True,https://mohrwolfe.com
UK,Moi Composites,Milan,,"Manufacturing, Medical, Automotive",2018,True,https://www.moi.am/
Germany,Moia,Berlin,,"Fleet Management, Transportation",2016,True,www.moia.io/
Netherlands,Moijoy,Amsterdam,50000.0,"Internet, Audio records,",2021,True,https://www.moijoy.com/
Germany,Moincoins,Hamburg,50000.0,"cashback, website, sustainable",2020,True,https://moincoins.com/
Germany,Moio Gmbh,Fuerth,300000.0,"Health Care, Medical Device, Wearables",2017,True,http://moio.care/
Slovakia,Moire Labs,Bratislava,,"iiot, industrial, iot, industry 4.0",2016,True,https://iotransducer.com/
UK,Mojiworks,Guildford,,"Social Games, Mobile Games, Gamification, HTML Games",2016,True,www.mojiworks.com
UK,Mojo Ai,Sofia,,"Artificial Intelligence, SaaS, Productivity",2024,True,https://heymojo.club
France,Mojo Diagnostics,Lyon,,"Customer Services, Machine Learning, Software, NLP, automation, analytics, artificial intelligence, and AI",2016,True,http://www.miuros.com/
UK,Mojo Mortgages,Macclesfield,,"Mortgage, Digital, Broker",2018,True,https://mojomortgages.com
France,Mokacare,Paris,1750000.0,"Health Care, Wellness",2019,True,https://www.moka.care/
Germany,Mokebo,Cologne,,"E-Commerce, Furniture, Home Decor",2018,True,https://mokebo.de/
Spain,Mokens League,Barcelona,1750000.0,"Gaming, Entertainment Providers, NFT, Crypto",2021,True,https://www.mokensleague.com
France,Mokn,Paris,,"Deception Technology, Stolen Credentials Protection, Cyber Threat Detection, Anti-Phishing, Cybersecurity, SaaS",2024,True,https://www.mokn.io/
Germany,Molab,Munich,,"Biotechnology, Drug, substantial value, ADME",2022,True,https://molab.ai/
UK,Molecu,London,300000.0,"Environmental Engineering, Environmental, Climate Change",2020,True,https://www.molecu.io/
Sweden,Molecular Attraction,Stockholm,,"Biotechnology, Health Care, Information Technology, Medical",2017,True,https://www.molecular-attraction.com/
Denmark,Molecular Quantum Solutions,Copenhagen,750000.0,"Purpose, Health, IoT",2019,True,https://mqs.dk/
Germany,Molecule,Berlin,,"Blockchain, Health Care, Life Science, Software",2019,True,https://molecule.to/
UK,Moley Robotics,London,750000.0,"Consumer Electronics, Electronics, Robotics",2014,True,http://www.moley.com/
Czechia,Molki Vision,Prague,,Media Production,2021,True,https://molki.vision/
Spain,Mollitiam Industries,Madrid,,"Cyber Security, Information Technology, Software",2018,True,https://www.mollitiamindustries.com/en/
UK,Molo,London,3750000.0,"Finance, Financial Services, FinTech",2016,True,molofinance.com/
France,Molotov,Paris,25000000.0,"Broadcasting, Media and Entertainment, TV, TV Production",2015,True,http://www.molotov.tv/
France,Molsid,Lyon,300000.0,"medtech, probes, fluorogenic",2018,True,https://www.molsid.com/
Germany,Molteo,Schleswig,,"Construction, Information Technology, SaaS, Software",2018,True,https://molteo.de/
UK,Moltex Energy,London,7500000.0,"Energy, Energy Efficiency, Nuclear, Renewable Energy",2014,True,https://www.moltexenergy.com/
UK,Moltin,Moltin,,"eCommerce, API, Retail",2013,True,https://molt.in
Lithuania,Mom Cook,Vilnius,,"Food and Beverage, Food Delivery, Delivery",2020,True,https://momcook.eu/
UK,Moment One,Edinburgh,,"Artificial Intelligence, Health Care, mHealth, Software, Wellness",2020,True,https://www.momentone.co.uk
UK,Moment Pebble,London,,"Mindfulness, Stress, Habits",2018,True,https://momentpebble.com/
Greece,Momentor,Greece,,"influence, application, social media, marketing, influencers",2019,True,http://momentor.io
Spain,Moments,Sant Cugat del Vallès,,"Apps, Internet, Internet Publishing",2021,True,http://momentsapp.es
UK,Moments Of Space,London,1750000.0,"Machine Learning, Mobile Apps, Mobile Payments",2019,True,https://momentsofspace.com
Spain,Momentum Analytics,Barcelona,,"Analytics, Information Services, Information Technology",2018,True,https://momentumanalytics.net/
UK,Momentum Games,London,50000.0,"Advertising, Android, Casual Games, iOS, Video Games",2021,True,https://momentum.gs/
Belgium,Momly,Brussels,,"Motherhood, Babies, Healthtech, Femtech",2021,True,https://www.momly.eu/
Romania,Mommy Hai App,Bucharest,300000.0,"Agregator pentru părinți, Marketplace pentru părinți, Accesibilitate națională",2022,True,https://www.mommyhai.com/
Netherlands,Momo Medical,Delft,,"Health Care, Track, App",2017,True,https://momomedical.com/
Romania,Momsi,Bucharest,,"Femtech, Motherhood, Family, Marketplace",2019,True,https://www.momsi.app/
Germany,Momunity,Berlin,,"Internet, Social Media, Online Audio",2017,True,https://www.momunity.com/
France,Mon Avocat,Paris,750000.0,"Consulting, Internet, Legal",2014,True,https://www.mon-avocat.fr/
Italy,Mon Share Art,Milan,50000.0,"Collectors, Investments, Tools",2018,True,https://www.monshareart.com/
France,Mon Sherpa,Paris,,"Apps, Health Care, Mobile Apps, Psychology",2019,True,http://monsherpa.io/
Italy,Mon5,Bologna,300000.0,"IoT, Security",2022,True,https://www.mon5.it/
UK,Monaia,Manchester,,"edtech, marketplace, activities, entertainment",2019,True,www.monaia.com
France,Monart,Paris,,"blockchain, AI, VR, augmented reality",2018,True,https://www.monart.art
Latvia,Monatek,Riga,300000.0,"Hardware, IoT, Sensors",2021,True,https://monatek.eu
UK,Monavate,Duxford,3750000.0,"Financial Services, Payments",2020,True,https://www.monavate.com/
Denmark,Monax,Copenhagen,,"fintech, crm, finance, investment",2019,True,https://monax.dk/
France,Monbanquet,Paris,3750000.0,"Food Delivery, Retail",2016,True,https://www.monbanquet.fr/
Switzerland,Mondaic,Zurich,750000.0,BigData,2018,True,https://mondaic.com/
France,Mondaycar,Paris,1750000.0,"Automotive, Finance, Fleet Management, Subscription Service",2019,True,https://www.mondaycar.com/fr
Germany,Mondayrocks,Dusseldorf,25000000.0,SaaS,2018,True,https://www.monday.rocks/
France,Monde Singulier,PARIS,750000.0,"Design, Architecture, Furnishings, exclusive",2022,True,https://www.monde-singulier.com/
Romania,Mondly,Brasov,,"EdTech, Language Learning, Education, VR apps",2013,True,www.mondly.com
Spain,Mondo,Barcelona,1750000.0,"insurtech, travel",2017,True,https://heymondo.es/
Spain,Mondocar,Madrid,,"Technology, Information, Internet",2021,True,https://www.mondocar.com
Germany,Mondu,Berlin,17500000.0,"BNPL, B2B payments, supply chain financing, SME lending",2021,True,https://www.mondu.ai/
France,Moneco,Halles,300000.0,"Banking, Digital Tontines, International Card Payment",2022,True,https://moneco.app/
Spain,Moneda Del Mundo,Barcelona,,"Financial Services, NEXUS Intertrade, International Trade",2021,True,https://www.monedadelmundo.com/
Germany,Monee,Buxtehude,,"Personal Finance, Productivity, Finance, Budget",2022,True,https://monee-app.com/
UK,Monerry,London,,"GDPR, CCPA, PECR, EU, Website Analytics",2022,True,https://monerry.com
UK,Monese,London,,"FinTech, Banking, Online Payments",2015,True,www.monese.com
UK,Monet Money,London,50000.0,"Invoice Factoring, Cashflow management, invoice insurance, money management",2020,True,https://monet.money/
Switzerland,Monetha,Zug,25000000.0,"blockchain, information technology, martech, affiliate marketing",2017,True,https://www.monetha.io
Norway,Monetor,Stavanger,,"Finance, Software",2016,True,https://www.monetor.com/
Bulgaria,Money,Sofia,,"Banking, Consumer Lending, Finance, Financial Services",2019,True,https://moneyplus.bg
UK,Money Dashboard,Edinburgh,,"Financial Assistant, FinTech, Account Mnanagement",2009,True,https://www.moneydashboard.com
Austria,Money Finance Health Life,Gulbarga,,"money, finance, health",2019,True,https://moneyfinancehealthlife.co
UK,Money Squirrel,Wokingham,,"fintech, B2B SaaS, financial management",2023,True,https://www.moneysquirrel.uk/
